"event","distinct_id","time","app_build_number","app_release","app_version","app_version_string","bluetooth_enabled","bluetooth_version","brand","carrier","city","ios_ifa","google_play_services","has_nfc","has_telephone","lib_version","manufacturer","model","os","os_version","radio","region","screen_dpi","screen_height","screen_width","wifi","CATEGORY","LogSerialID","mp_country_code","mp_device_model","mp_lib","Campaign","CampaignLogin","from_binding","text","tag"
"main_view","BSDSZT34","1477201194","1015","4.2.2","1015","4.2.2","false","?","?","遠傳電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone8,2","iOS","10.0.2","LTE","Taipei","0","667","375","false","?","?","TW","iPhone8,2","iphone","?","?","?","?","?"
"main_mycoupons","BSDSZT34","1477201196","1015","4.2.2","1015","4.2.2","false","?","?","遠傳電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone8,2","iOS","10.0.2","LTE","Taipei","0","667","375","false","?","?","TW","iPhone8,2","iphone","?","?","?","?","?"
"main_cardholderlogin","BTJYXB22","1477201203","88","88","4.2.3","4.2.3","false","ble","asus","台灣大哥大","Taipei","?","available","false","true","4.9.2","asus","ASUS_Z017D","Android","6.0.1","?","Taipei","480","1920","1080","false","?","?","TW","?","android","?","?","?","?","?"
"main_mycoupons","BRHQPY41","1477201219","88","88","4.2.3","4.2.3","false","ble","samsung","TW Mobile","?","?","available","true","true","4.9.2","samsung","GT-I9300","Android","4.3","?","?","320","1280","720","true","?","?","TW","?","android","?","?","?","?","?"
"main_view","BXAFEK56","1477201230","88","88","4.2.3","4.2.3","false","classic","HUAWEI","遠傳電信","Taipei","?","available","false","true","4.9.2","HUAWEI","HUAWEI Y511-U30","Android","4.2.2","?","Taipei","240","854","480","true","?","?","TW","?","android","?","?","?","?","?"
"main_cardholderlogin","BTJYXB22","1477201233","88","88","4.2.3","4.2.3","false","ble","asus","台灣大哥大","Taipei","?","available","false","true","4.9.2","asus","ASUS_Z017D","Android","6.0.1","?","Taipei","480","1920","1080","false","?","?","TW","?","android","?","?","?","?","?"
"main_notification","BXAFEK56","1477201236","88","88","4.2.3","4.2.3","false","classic","HUAWEI","遠傳電信","Taipei","?","available","false","true","4.9.2","HUAWEI","HUAWEI Y511-U30","Android","4.2.2","?","Taipei","240","854","480","true","?","?","TW","?","android","?","?","?","?","?"
"main_view","BSDSZT34","1477201240","1015","4.2.2","1015","4.2.2","false","?","?","遠傳電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone8,2","iOS","10.0.2","None","Taipei","0","667","375","false","?","?","TW","iPhone8,2","iphone","?","?","?","?","?"
"main_notification","BSDSZT34","1477201242","1015","4.2.2","1015","4.2.2","false","?","?","遠傳電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone8,2","iOS","10.0.2","None","Taipei","0","667","375","false","?","?","TW","iPhone8,2","iphone","?","?","?","?","?"
"main_mycoupons","BXAFEK56","1477201331","88","88","4.2.3","4.2.3","false","classic","HUAWEI","遠傳電信","Taipei","?","available","false","true","4.9.2","HUAWEI","HUAWEI Y511-U30","Android","4.2.2","?","Taipei","240","854","480","true","?","?","TW","?","android","?","?","?","?","?"
"main_mycoupons","BXAFEK56","1477201334","88","88","4.2.3","4.2.3","false","classic","HUAWEI","遠傳電信","Taipei","?","available","false","true","4.9.2","HUAWEI","HUAWEI Y511-U30","Android","4.2.2","?","Taipei","240","854","480","true","?","?","TW","?","android","?","?","?","?","?"
"main_editorchoice","BXAFEK56","1477201363","88","88","4.2.3","4.2.3","false","classic","HUAWEI","遠傳電信","Taipei","?","available","false","true","4.9.2","HUAWEI","HUAWEI Y511-U30","Android","4.2.2","?","Taipei","240","854","480","true","?","?","TW","?","android","?","?","?","?","?"
"main_editorschoice_banner","BXAFEK56","1477201383","88","88","4.2.3","4.2.3","false","classic","HUAWEI","遠傳電信","Taipei","?","available","false","true","4.9.2","HUAWEI","HUAWEI Y511-U30","Android","4.2.2","?","Taipei","240","854","480","true","","?","TW","?","android","?","?","?","?","?"
"main_pointsexchange","BXAFEK56","1477201427","88","88","4.2.3","4.2.3","false","classic","HUAWEI","遠傳電信","Taipei","?","available","false","true","4.9.2","HUAWEI","HUAWEI Y511-U30","Android","4.2.2","?","Taipei","240","854","480","true","?","?","TW","?","android","?","?","?","?","?"
"main_popularcoupons","CLRFKR21","1477201462","1015","4.2.2","1015","4.2.2","false","?","?","台湾大哥大","?","?","?","false","false","2.9.9","Apple","iPhone6,2","iPhone OS","8.1.1","LTE","?","0","568","320","false","?","?","TW","iPhone6,2","iphone","?","?","?","?","?"
"main_view","CLRFKR21","1477201462","1015","4.2.2","1015","4.2.2","false","?","?","台湾大哥大","?","?","?","false","false","2.9.9","Apple","iPhone6,2","iPhone OS","8.1.1","LTE","?","0","568","320","false","?","?","TW","iPhone6,2","iphone","?","?","?","?","?"
"main_view","MNXEQ826","1477201473","88","88","4.2.3","4.2.3","false","ble","asus","遠傳電信","Taipei","?","available","false","true","4.9.2","asus","ASUS_Z011D","Android","6.0.1","?","Taipei","480","1920","1080","false","?","?","TW","?","android","?","?","?","?","?"
"main_creditcardhelper","MNXEQ826","1477201480","88","88","4.2.3","4.2.3","false","ble","asus","遠傳電信","Taipei","?","available","false","true","4.9.2","asus","ASUS_Z011D","Android","6.0.1","?","Taipei","480","1920","1080","false","?","?","TW","?","android","?","?","?","?","?"
"main_cardholderlogin","MNXEQ826","1477201512","88","88","4.2.3","4.2.3","false","ble","asus","遠傳電信","Taipei","?","available","false","true","4.9.2","asus","ASUS_Z011D","Android","6.0.1","?","Taipei","480","1920","1080","false","?","?","TW","?","android","?","?","?","?","?"
"main_popularcoupons","BPAEMV32","1477201549","1015","4.2.2","1015","4.2.2","false","?","?","台湾大哥大","Taichung","?","?","false","false","2.9.9","Apple","iPhone6,2","iOS","10.0.2","LTE","Taichung","0","568","320","true","?","?","TW","iPhone6,2","iphone","?","?","?","?","?"
"main_view","BPAEMV32","1477201549","1015","4.2.2","1015","4.2.2","false","?","?","台湾大哥大","Taichung","?","?","false","false","2.9.9","Apple","iPhone6,2","iOS","10.0.2","LTE","Taichung","0","568","320","true","?","?","TW","iPhone6,2","iphone","?","?","?","?","?"
"main_creditcardhelper","BPAEMV32","1477201554","1015","4.2.2","1015","4.2.2","false","?","?","台湾大哥大","Taichung","?","?","false","false","2.9.9","Apple","iPhone6,2","iOS","10.0.2","LTE","Taichung","0","568","320","true","?","?","TW","iPhone6,2","iphone","?","?","?","?","?"
"main_view","BPAEMV32","1477201590","1015","4.2.2","1015","4.2.2","false","?","?","台湾大哥大","Taichung","?","?","false","false","2.9.9","Apple","iPhone6,2","iOS","10.0.2","LTE","Taichung","0","568","320","true","?","?","TW","iPhone6,2","iphone","?","?","?","?","?"
"main_getcreditcard","BPAEMV32","1477201596","1015","4.2.2","1015","4.2.2","false","?","?","台湾大哥大","Taichung","?","?","false","false","2.9.9","Apple","iPhone6,2","iOS","10.0.2","LTE","Taichung","0","568","320","true","?","?","TW","iPhone6,2","iphone","?","?","?","?","?"
"main_notification","BPAEMV32","1477201601","1015","4.2.2","1015","4.2.2","false","?","?","台湾大哥大","Taichung","?","?","false","false","2.9.9","Apple","iPhone6,2","iOS","10.0.2","LTE","Taichung","0","568","320","true","?","?","TW","iPhone6,2","iphone","?","?","?","?","?"
"main_view","BSALZB26","1477201696","88","88","4.2.3","4.2.3","true","ble","samsung","Chunghwa Telecom","Taipei","?","available","true","true","4.9.2","samsung","SM-G530Y","Android","4.4.4","?","Taipei","240","960","540","true","?","?","TW","?","android","?","?","?","?","?"
"main_view","BRSHZC22","1477201816","88","88","4.2.3","4.2.3","false","ble","Sony","中華電信","Taipei","?","available","true","true","4.9.2","Sony","C6902","Android","5.1.1","?","Taipei","480","1776","1080","false","?","?","TW","?","android","?","?","?","?","?"
"main_mycoupons","BSALZB26","1477201820","88","88","4.2.3","4.2.3","true","ble","samsung","Chunghwa Telecom","Taipei","?","available","true","true","4.9.2","samsung","SM-G530Y","Android","4.4.4","?","Taipei","240","960","540","true","?","?","TW","?","android","?","?","?","?","?"
"main_mycoupons","BSALZB26","1477201823","88","88","4.2.3","4.2.3","true","ble","samsung","Chunghwa Telecom","Taipei","?","available","true","true","4.9.2","samsung","SM-G530Y","Android","4.4.4","?","Taipei","240","960","540","true","?","?","TW","?","android","?","?","?","?","?"
"main_notification","BSALZB26","1477201840","88","88","4.2.3","4.2.3","true","ble","samsung","Chunghwa Telecom","Taipei","?","available","true","true","4.9.2","samsung","SM-G530Y","Android","4.4.4","?","Taipei","240","960","540","true","?","?","TW","?","android","?","?","?","?","?"
"main_notification","BSALZB26","1477201890","88","88","4.2.3","4.2.3","true","ble","samsung","Chunghwa Telecom","Taipei","?","available","true","true","4.9.2","samsung","SM-G530Y","Android","4.4.4","?","Taipei","240","960","540","true","?","?","TW","?","android","?","?","?","?","?"
"homepage_register","90d5e542-0be4-4a38-84c5-8bdf299dd1b7","1477201936","88","88","4.2.3","4.2.3","false","ble","samsung","Chunghwa Telecom","Taipei","?","available","false","true","4.9.2","samsung","SM-A800IZ","Android","5.1.1","?","Taipei","480","1920","1080","false","?","?","TW","?","android","?","?","?","?","?"
"main_view","BWRAHZ67","1477201971","88","88","4.2.3","4.2.3","false","ble","Sony","遠傳電信","Kaohsiung City","?","available","true","true","4.9.2","Sony","D6653","Android","5.1.1","?","Kaohsiung","480","1776","1080","false","?","?","TW","?","android","?","?","?","?","?"
"main_view","CAJBGP40","1477202003","88","88","4.2.3","4.2.3","false","ble","asus","台灣大哥大","Taipei","?","available","true","true","4.9.2","asus","ASUS_Z00AD","Android","5.0","?","Taipei","480","1920","1080","false","?","?","TW","?","android","?","?","?","?","?"
"main_editorchoice","CAJBGP40","1477202016","88","88","4.2.3","4.2.3","false","ble","asus","台灣大哥大","Taipei","?","available","true","true","4.9.2","asus","ASUS_Z00AD","Android","5.0","?","Taipei","480","1920","1080","false","?","?","TW","?","android","?","?","?","?","?"
"main_shopsales","BSALZB26","1477202027","88","88","4.2.3","4.2.3","true","ble","samsung","Chunghwa Telecom","Taipei","?","available","true","true","4.9.2","samsung","SM-G530Y","Android","4.4.4","?","Taipei","240","960","540","true","?","?","TW","?","android","?","?","?","?","?"
"hompage_register_validation","90d5e542-0be4-4a38-84c5-8bdf299dd1b7","1477202031","88","88","4.2.3","4.2.3","false","ble","samsung","Chunghwa Telecom","Taipei","?","available","false","true","4.9.2","samsung","SM-A800IZ","Android","5.1.1","?","Taipei","480","1920","1080","false","?","?","TW","?","android","?","?","?","?","?"
"main_pointsexchange","BSALZB26","1477202031","88","88","4.2.3","4.2.3","true","ble","samsung","Chunghwa Telecom","Taipei","?","available","true","true","4.9.2","samsung","SM-G530Y","Android","4.4.4","?","Taipei","240","960","540","true","?","?","TW","?","android","?","?","?","?","?"
"main_popularcoupons","7F291A01-F8AC-4E09-8977-C2BF5323D492","1477202036","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Tainan City","?","?","false","false","2.9.9","Apple","iPhone7,2","iOS","10.0.2","LTE","Tainan","0","667","375","false","?","?","TW","iPhone7,2","iphone","?","?","?","?","?"
"main_view","7F291A01-F8AC-4E09-8977-C2BF5323D492","1477202036","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Tainan City","?","?","false","false","2.9.9","Apple","iPhone7,2","iOS","10.0.2","LTE","Tainan","0","667","375","false","?","?","TW","iPhone7,2","iphone","?","?","?","?","?"
"main_creditcardhelper","7F291A01-F8AC-4E09-8977-C2BF5323D492","1477202039","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Tainan City","?","?","false","false","2.9.9","Apple","iPhone7,2","iOS","10.0.2","LTE","Tainan","0","667","375","false","?","?","TW","iPhone7,2","iphone","?","?","?","?","?"
"main_view","7F291A01-F8AC-4E09-8977-C2BF5323D492","1477202050","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Tainan City","?","?","false","false","2.9.9","Apple","iPhone7,2","iOS","10.0.2","LTE","Tainan","0","667","375","false","?","?","TW","iPhone7,2","iphone","?","?","?","?","?"
"main_notification","7F291A01-F8AC-4E09-8977-C2BF5323D492","1477202052","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Tainan City","?","?","false","false","2.9.9","Apple","iPhone7,2","iOS","10.0.2","LTE","Tainan","0","667","375","false","?","?","TW","iPhone7,2","iphone","?","?","?","?","?"
"main_popularcoupons","CAJBGP40","1477202055","88","88","4.2.3","4.2.3","false","ble","asus","台灣大哥大","Taipei","?","available","true","true","4.9.2","asus","ASUS_Z00AD","Android","5.0","?","Taipei","480","1920","1080","false","?","?","TW","?","android","?","?","?","?","?"
"main_view","90d5e542-0be4-4a38-84c5-8bdf299dd1b7","1477202079","88","88","4.2.3","4.2.3","false","ble","samsung","Chunghwa Telecom","Taipei","?","available","false","true","4.9.2","samsung","SM-A800IZ","Android","5.1.1","?","Taipei","480","1920","1080","false","?","?","TW","?","android","?","?","?","?","?"
"main_notification","90d5e542-0be4-4a38-84c5-8bdf299dd1b7","1477202098","88","88","4.2.3","4.2.3","false","ble","samsung","Chunghwa Telecom","Taipei","?","available","false","true","4.9.2","samsung","SM-A800IZ","Android","5.1.1","?","Taipei","480","1920","1080","false","?","?","TW","?","android","?","?","?","?","?"
"main_pointsbanner","90d5e542-0be4-4a38-84c5-8bdf299dd1b7","1477202120","88","88","4.2.3","4.2.3","false","ble","samsung","Chunghwa Telecom","Taipei","?","available","false","true","4.9.2","samsung","SM-A800IZ","Android","5.1.1","?","Taipei","480","1920","1080","false","A02","A02_86_201608","TW","?","android","?","?","?","?","?"
"main_view","f5e16e44-6016-41b8-84b3-333599451b2d","1477202122","88","88","4.2.3","4.2.3","false","ble","samsung","Chunghwa Telecom","?","?","available","true","true","4.9.2","samsung","SM-G935F","Android","6.0.1","?","?","640","2560","1440","true","?","?","TW","?","android","?","?","?","?","?"
"pointsdetail_view","90d5e542-0be4-4a38-84c5-8bdf299dd1b7","1477202122","88","88","4.2.3","4.2.3","false","ble","samsung","Chunghwa Telecom","Taipei","?","available","false","true","4.9.2","samsung","SM-A800IZ","Android","5.1.1","?","Taipei","480","1920","1080","false","A02","A02_86_201608","TW","?","android","?","?","?","?","?"
"main_editorchoice","f5e16e44-6016-41b8-84b3-333599451b2d","1477202126","88","88","4.2.3","4.2.3","false","ble","samsung","Chunghwa Telecom","?","?","available","true","true","4.9.2","samsung","SM-G935F","Android","6.0.1","?","?","640","2560","1440","true","?","?","TW","?","android","?","?","?","?","?"
"main_editorschoice_banner","f5e16e44-6016-41b8-84b3-333599451b2d","1477202152","88","88","4.2.3","4.2.3","false","ble","samsung","Chunghwa Telecom","?","?","available","true","true","4.9.2","samsung","SM-G935F","Android","6.0.1","?","?","640","2560","1440","true","","?","TW","?","android","?","?","?","?","?"
"main_editorschoice_banner","f5e16e44-6016-41b8-84b3-333599451b2d","1477202205","88","88","4.2.3","4.2.3","false","ble","samsung","Chunghwa Telecom","?","?","available","true","true","4.9.2","samsung","SM-G935F","Android","6.0.1","?","?","640","2560","1440","true","","?","TW","?","android","?","?","?","?","?"
"main_view","BPNCKY37","1477202206","88","88","4.2.3","4.2.3","false","ble","Sony","台灣大哥大","Taipei","?","available","true","true","4.9.2","Sony","E5553","Android","5.1","?","Taipei","480","1776","1080","false","?","?","TW","?","android","?","?","?","?","?"
"main_cardholderlogin","90d5e542-0be4-4a38-84c5-8bdf299dd1b7","1477202213","88","88","4.2.3","4.2.3","false","ble","samsung","Chunghwa Telecom","Taipei","?","available","false","true","4.9.2","samsung","SM-A800IZ","Android","5.1.1","?","Taipei","480","1920","1080","false","?","?","TW","?","android","?","?","?","?","?"
"pointsdetail_view","BSALZB26","1477202232","88","88","4.2.3","4.2.3","true","ble","samsung","Chunghwa Telecom","Taipei","?","available","true","true","4.9.2","samsung","SM-G530Y","Android","4.4.4","?","Taipei","240","960","540","true","A12","A12_7_201606","TW","?","android","?","?","?","?","?"
"pointsdetail_exchangenow","BSALZB26","1477202235","88","88","4.2.3","4.2.3","true","ble","samsung","Chunghwa Telecom","Taipei","?","available","true","true","4.9.2","samsung","SM-G530Y","Android","4.4.4","?","Taipei","240","960","540","true","A12","A12_7_201606","TW","?","android","?","?","?","?","?"
"main_popularcoupons","f5e16e44-6016-41b8-84b3-333599451b2d","1477202251","88","88","4.2.3","4.2.3","false","ble","samsung","Chunghwa Telecom","?","?","available","true","true","4.9.2","samsung","SM-G935F","Android","6.0.1","?","?","640","2560","1440","true","?","?","TW","?","android","?","?","?","?","?"
"homepage_register","5bfe831e-3c7d-4379-b674-76b7d5aed734","1477202256","88","88","4.2.3","4.2.3","false","ble","samsung","Chunghwa Telecom","Kao-sung","?","available","true","true","4.9.2","samsung","SM-N9005","Android","5.0","?","Taiwan","480","1920","1080","true","?","?","TW","?","android","?","?","?","?","?"
"main_editorchoice","90d5e542-0be4-4a38-84c5-8bdf299dd1b7","1477202275","88","88","4.2.3","4.2.3","false","ble","samsung","Chunghwa Telecom","Taipei","?","available","false","true","4.9.2","samsung","SM-A800IZ","Android","5.1.1","?","Taipei","480","1920","1080","false","?","?","TW","?","android","?","?","?","?","?"
"main_view","BWMZAB55","1477202297","88","88","4.2.3","4.2.3","false","ble","samsung","Chunghwa Telecom","Kao-sung","?","available","true","true","4.9.2","samsung","SM-N9005","Android","5.0","?","Taiwan","480","1920","1080","true","?","?","TW","?","android","?","?","?","?","?"
"main_mycoupons","f5e16e44-6016-41b8-84b3-333599451b2d","1477202299","88","88","4.2.3","4.2.3","false","ble","samsung","Chunghwa Telecom","?","?","available","true","true","4.9.2","samsung","SM-G935F","Android","6.0.1","?","?","640","2560","1440","true","?","?","TW","?","android","?","?","?","?","?"
"main_cardholderlogin","BWMZAB55","1477202313","88","88","4.2.3","4.2.3","false","ble","samsung","Chunghwa Telecom","Kao-sung","?","available","true","true","4.9.2","samsung","SM-N9005","Android","5.0","?","Taiwan","480","1920","1080","true","?","?","TW","?","android","?","?","?","?","?"
"main_editorschoice_banner","90d5e542-0be4-4a38-84c5-8bdf299dd1b7","1477202313","88","88","4.2.3","4.2.3","false","ble","samsung","Chunghwa Telecom","Taipei","?","available","false","true","4.9.2","samsung","SM-A800IZ","Android","5.1.1","?","Taipei","480","1920","1080","false","","?","TW","?","android","?","?","?","?","?"
"main_notification","BWMZAB55","1477202351","88","88","4.2.3","4.2.3","false","ble","samsung","Chunghwa Telecom","Kao-sung","?","available","true","true","4.9.2","samsung","SM-N9005","Android","5.0","?","Taiwan","480","1920","1080","true","?","?","TW","?","android","?","?","?","?","?"
"main_mycoupons","BWMZAB55","1477202357","88","88","4.2.3","4.2.3","false","ble","samsung","Chunghwa Telecom","Kao-sung","?","available","true","true","4.9.2","samsung","SM-N9005","Android","5.0","?","Taiwan","480","1920","1080","true","?","?","TW","?","android","?","?","?","?","?"
"main_creditcardhelper","f5e16e44-6016-41b8-84b3-333599451b2d","1477202360","88","88","4.2.3","4.2.3","false","ble","samsung","Chunghwa Telecom","?","?","available","true","true","4.9.2","samsung","SM-G935F","Android","6.0.1","?","?","640","2560","1440","true","?","?","TW","?","android","?","?","?","?","?"
"pointsdetail_view","BWMZAB55","1477202366","88","88","4.2.3","4.2.3","false","ble","samsung","Chunghwa Telecom","Kao-sung","?","available","true","true","4.9.2","samsung","SM-N9005","Android","5.0","?","Taiwan","480","1920","1080","true","A02","A02_86_201608","TW","?","android","?","?","?","?","?"
"main_pointsbanner","BWMZAB55","1477202366","88","88","4.2.3","4.2.3","false","ble","samsung","Chunghwa Telecom","Kao-sung","?","available","true","true","4.9.2","samsung","SM-N9005","Android","5.0","?","Taiwan","480","1920","1080","true","A02","A02_86_201608","TW","?","android","?","?","?","?","?"
"main_editorschoice_banner","90d5e542-0be4-4a38-84c5-8bdf299dd1b7","1477202405","88","88","4.2.3","4.2.3","false","ble","samsung","Chunghwa Telecom","Taipei","?","available","false","true","4.9.2","samsung","SM-A800IZ","Android","5.1.1","?","Taipei","480","1920","1080","false","","?","TW","?","android","?","?","?","?","?"
"main_view","52953b23-9fee-44a1-9a90-9cee63afda99","1477202442","88","88","4.2.3","4.2.3","false","ble","samsung","FarEasTone","Tainan City","?","available","true","true","4.9.2","samsung","GT-I9300","Android","4.3","?","Tainan","320","1280","720","true","?","?","TW","?","android","?","?","?","?","?"
"main_creditcardhelper","52953b23-9fee-44a1-9a90-9cee63afda99","1477202451","88","88","4.2.3","4.2.3","false","ble","samsung","FarEasTone","Tainan City","?","available","true","true","4.9.2","samsung","GT-I9300","Android","4.3","?","Tainan","320","1280","720","true","?","?","TW","?","android","?","?","?","?","?"
"main_memberdetails","52953b23-9fee-44a1-9a90-9cee63afda99","1477202464","88","88","4.2.3","4.2.3","false","ble","samsung","FarEasTone","Tainan City","?","available","true","true","4.9.2","samsung","GT-I9300","Android","4.3","?","Tainan","320","1280","720","true","?","?","TW","?","android","?","?","?","?","?"
"main_view","BNPCEG28","1477202496","88","88","4.2.3","4.2.3","false","ble","samsung","T Star","Taoyuan","?","available","true","true","4.9.2","samsung","SM-E7000","Android","4.4.4","?","Taoyuan","320","1280","720","true","?","?","TW","?","android","?","?","?","?","?"
"main_view","BTATUE40","1477202518","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone7,1","iOS","10.0.2","LTE","Taipei","0","736","414","true","?","?","TW","iPhone7,1","iphone","?","?","?","?","?"
"main_popularcoupons","BTATUE40","1477202518","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone7,1","iOS","10.0.2","LTE","Taipei","0","736","414","true","?","?","TW","iPhone7,1","iphone","?","?","?","?","?"
"main_cardholderlogin","BTATUE40","1477202522","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone7,1","iOS","10.0.2","LTE","Taipei","0","736","414","true","?","?","TW","iPhone7,1","iphone","?","?","?","?","?"
"main_cardholderlogin","BNPCEG28","1477202528","88","88","4.2.3","4.2.3","false","ble","samsung","T Star","Taoyuan","?","available","true","true","4.9.2","samsung","SM-E7000","Android","4.4.4","?","Taoyuan","320","1280","720","true","?","?","TW","?","android","?","?","?","?","?"
"main_mycoupons","BNPCEG28","1477202536","88","88","4.2.3","4.2.3","false","ble","samsung","T Star","Taoyuan","?","available","true","true","4.9.2","samsung","SM-E7000","Android","4.4.4","?","Taoyuan","320","1280","720","true","?","?","TW","?","android","?","?","?","?","?"
"main_view","KHUB8834","1477202537","88","88","4.2.3","4.2.3","false","ble","Xiaomi","中華電信","Taipei","?","available","false","true","4.9.2","Xiaomi","Redmi Note 3","Android","5.1.1","?","Taipei","480","1920","1080","true","?","?","TW","?","android","?","?","?","?","?"
"main_notification","KHUB8834","1477202542","88","88","4.2.3","4.2.3","false","ble","Xiaomi","中華電信","Taipei","?","available","false","true","4.9.2","Xiaomi","Redmi Note 3","Android","5.1.1","?","Taipei","480","1920","1080","true","?","?","TW","?","android","?","?","?","?","?"
"main_view","BTATUE40","1477202542","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone7,1","iOS","10.0.2","LTE","Taipei","0","736","414","true","?","?","TW","iPhone7,1","iphone","?","?","?","?","?"
"main_pointsbanner","BNPCEG28","1477202554","88","88","4.2.3","4.2.3","false","ble","samsung","T Star","Taoyuan","?","available","true","true","4.9.2","samsung","SM-E7000","Android","4.4.4","?","Taoyuan","320","1280","720","true","A02","A02_39_201608","TW","?","android","?","?","?","?","?"
"main_notification","BTATUE40","1477202555","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone7,1","iOS","10.0.2","LTE","Taipei","0","736","414","true","?","?","TW","iPhone7,1","iphone","?","?","?","?","?"
"main_popularcoupons","LKAT8835","1477202555","1015","4.2.2","1015","4.2.2","false","?","?","GT","Taipei","ED0E23DA-509C-40F1-AC20-B48174E20230","?","false","false","2.9.9","Apple","iPhone8,2","iPhone OS","9.0.2","LTE","Taipei","0","736","414","false","?","?","TW","iPhone8,2","iphone","?","?","?","?","?"
"main_view","LKAT8835","1477202555","1015","4.2.2","1015","4.2.2","false","?","?","GT","Taipei","ED0E23DA-509C-40F1-AC20-B48174E20230","?","false","false","2.9.9","Apple","iPhone8,2","iPhone OS","9.0.2","LTE","Taipei","0","736","414","false","?","?","TW","iPhone8,2","iphone","?","?","?","?","?"
"pointsdetail_view","BNPCEG28","1477202558","88","88","4.2.3","4.2.3","false","ble","samsung","T Star","Taoyuan","?","available","true","true","4.9.2","samsung","SM-E7000","Android","4.4.4","?","Taoyuan","320","1280","720","true","A02","A02_39_201608","TW","?","android","?","?","?","?","?"
"main_notification","LKAT8835","1477202558","1015","4.2.2","1015","4.2.2","false","?","?","GT","Taipei","ED0E23DA-509C-40F1-AC20-B48174E20230","?","false","false","2.9.9","Apple","iPhone8,2","iPhone OS","9.0.2","LTE","Taipei","0","736","414","false","?","?","TW","iPhone8,2","iphone","?","?","?","?","?"
"main_view","LKAT8835","1477202562","1015","4.2.2","1015","4.2.2","false","?","?","GT","Taipei","ED0E23DA-509C-40F1-AC20-B48174E20230","?","false","false","2.9.9","Apple","iPhone8,2","iPhone OS","9.0.2","LTE","Taipei","0","736","414","false","?","?","TW","iPhone8,2","iphone","?","?","?","?","?"
"main_creditcardhelper","LKAT8835","1477202563","1015","4.2.2","1015","4.2.2","false","?","?","GT","Taipei","ED0E23DA-509C-40F1-AC20-B48174E20230","?","false","false","2.9.9","Apple","iPhone8,2","iPhone OS","9.0.2","LTE","Taipei","0","736","414","false","?","?","TW","iPhone8,2","iphone","?","?","?","?","?"
"main_view","LKAT8835","1477202571","1015","4.2.2","1015","4.2.2","false","?","?","GT","Taipei","ED0E23DA-509C-40F1-AC20-B48174E20230","?","false","false","2.9.9","Apple","iPhone8,2","iPhone OS","9.0.2","LTE","Taipei","0","736","414","false","?","?","TW","iPhone8,2","iphone","?","?","?","?","?"
"main_mycoupons","LKAT8835","1477202573","1015","4.2.2","1015","4.2.2","false","?","?","GT","Taipei","ED0E23DA-509C-40F1-AC20-B48174E20230","?","false","false","2.9.9","Apple","iPhone8,2","iPhone OS","9.0.2","LTE","Taipei","0","736","414","false","?","?","TW","iPhone8,2","iphone","?","?","?","?","?"
"main_view","LKAT8835","1477202574","1015","4.2.2","1015","4.2.2","false","?","?","GT","Taipei","ED0E23DA-509C-40F1-AC20-B48174E20230","?","false","false","2.9.9","Apple","iPhone8,2","iPhone OS","9.0.2","LTE","Taipei","0","736","414","false","?","?","TW","iPhone8,2","iphone","?","?","?","?","?"
"main_cardholderlogin","LKAT8835","1477202575","1015","4.2.2","1015","4.2.2","false","?","?","GT","Taipei","ED0E23DA-509C-40F1-AC20-B48174E20230","?","false","false","2.9.9","Apple","iPhone8,2","iPhone OS","9.0.2","LTE","Taipei","0","736","414","false","?","?","TW","iPhone8,2","iphone","?","?","?","?","?"
"main_view","LKAT8835","1477202577","1015","4.2.2","1015","4.2.2","false","?","?","GT","Taipei","ED0E23DA-509C-40F1-AC20-B48174E20230","?","false","false","2.9.9","Apple","iPhone8,2","iPhone OS","9.0.2","LTE","Taipei","0","736","414","false","?","?","TW","iPhone8,2","iphone","?","?","?","?","?"
"main_view","BTATUE40","1477202583","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone7,1","iOS","10.0.2","LTE","Taipei","0","736","414","true","?","?","TW","iPhone7,1","iphone","?","?","?","?","?"
